immatriculation;numero_de_serie;marque;modele;date_debut;date_fin
S-LCO-333;061248489217;SEGWAY-NINEBOT;SEGWAY Ninebot GT1E    2;2024-10-02;2026-05-25
S-EFV-453;083823597185;JOYOR;Adulte Joyor GS5 Noir;2025-05-13;2027-01-03
S-UUX-529;053854182333;BOHLT;Pliable eKick TD9 - Noir;2024-10-19;2026-06-11
S-RCJ-311;088438579195;SUOTU;Suotu R1 PRO pour adultes;2023-07-06;2025-02-25
S-NGV-535;089614466495;JOYOR;Adulte Joyor F3;2025-09-23;2027-05-16
S-AFK-093;004024434061;YEEP.ME;YEEP.ME 100a start - 10'' 500W 30km - Garantie 5 ans;2024-04-09;2025-11-30
S-JEF-997;096373905610;NIU;Niu KQi3 Sport scooter électrique 365Wh noir;2025-04-01;2026-11-22
S-FQT-881;068205978381;SEGWAY-NINEBOT;Ninebot F2 Pro E;2022-08-11;2024-04-02
S-MEL-629;089023452137;OKAI;Scooter électrique Okai ES20 Noir;2024-09-18;2026-05-11
S-TLH-141;002858055243;WEELING;"S9 Plus 800W-48V-15Ah (720Wh) - roue 10""";2023-12-29;2025-08-20
S-DEK-775;046641051031;SEGWAY-NINEBOT;Ninebot F2 Plus;2024-10-26;2026-06-18
S-SRM-770;006939675997;XIAOMI;Xiaomi Mi 3;2023-09-12;2025-05-04
S-QHL-720;081165869412;JOYOR;Adulte Joyor S5 Noir;2025-04-21;2026-12-12
S-GDO-786;027140534229;BOHLT;Pliable eKick TD9 - Noir;2023-06-20;2025-02-09
S-VUY-895;086682607686;WEEBOT;Inoe Sweemie 2;2024-06-16;2026-02-06
S-OHS-857;090682874927;JOYOR;Adulte Joyor X5S Noir;2023-07-02;2025-02-21
S-ZDB-145;078955935484;MOTUS;"Motus Scooty 8.5"", Puissance 350W, Batterie 7.8Ah";2025-10-23;2027-06-15
S-LVX-911;066619515638;WEELING;"S9 Plus 800W-48V-15Ah (720Wh) - roue 10""";2022-10-27;2024-06-18
S-CBF-190;037136295464;RAZOR;Power Core E100 -Enfant;2025-06-22;2027-02-12
S-CAV-382;092659115738;YEEP.ME;"100 La routière 10"" - Autonomie 50km - Ultra équipée";2022-12-22;2024-08-13
S-LOJ-927;004213234572;XIAOMI;Xiaomi Mi 3;2022-12-30;2024-08-21
S-HDV-869;007832252344;VOLANS;adulte - e step;2025-07-04;2027-02-24
S-FAY-549;071232667395;JIVR;JIVR PLUS avec moteur 230W et triple système de freinage;2025-04-01;2026-11-22
S-VHH-181;093595243045;SEGWAY-NINEBOT;Ninebot F2 Pro E;2025-06-05;2027-01-26
S-CSC-186;042445668249;MOTUS;Motus Scooty 10 2023, 350 W, 20 km/h, clignotants;2024-06-05;2026-01-26
S-REI-354;071146955830;OKAI;Scooter électrique Okai ES20 Noir;2023-06-08;2025-01-28
S-ZJK-646;053475076803;WEEBOT;Inoe Sweemie 2;2025-03-15;2026-11-05
S-FGT-420;069957781552;SHARP;Sharp KS1AEU-B Scooter électrique avec écran intégré et contrôle par application;2025-03-12;2026-11-02
S-QYK-619;069710850086;MOTUS;Motus Scooty 10 2023, 350 W, 20 km/h, clignotants;2023-09-20;2025-05-12
S-FIQ-889;025847190715;NAVEE;Navee V40 scooter électrique 280Wh 25 km noir;2024-12-18;2026-08-10
S-DPA-285;032438110968;JOYOR;Adulte Joyor F5S+ Noir;2025-04-03;2026-11-24
S-BBC-288;048517483510;JOYOR;Adulte Joyor F3;2023-06-07;2025-01-27
S-YXV-463;064319803742;JOYOR;adulte Joyor Y5S blanche;2023-01-08;2024-08-30
S-ZEC-918;034863488561;MOTUS;"Motus Scooty 8.5"", Puissance 350W, Batterie 7.8Ah";2024-09-29;2026-05-22
S-ZDM-931;019994623249;RAZOR;Power Core E100 -Enfant;2023-04-17;2024-12-07
S-KCJ-278;009382179127;SHARP;Sharp KS2AEU-B e-Scooter avec écran intégré et double suspension arrière;2022-08-27;2024-04-18
S-LDK-851;037619621241;OKAI;Scooter électrique à pédale Okai ES20 Blanc;2025-08-04;2027-03-27
S-EJY-635;034220733423;SEGWAY-NINEBOT;Kickscooter F2 E - Step Adultes - Vitesse Maximale:25km - Autonomie:40km;2024-08-21;2026-04-13
S-WQE-844;087361443222;SIVER;"Motus Siver City Yellow 250 W 20 km/h, 250 W, 8""";2022-11-05;2024-06-27
S-LAA-871;001633317272;NAVEE;Navee V50 scooter électrique 374Wh 25 km guidon pliant noir;2025-07-29;2027-03-21
S-JDW-533;075773923394;UNAGI;Unagi Dual Motor;2023-04-11;2024-12-01
S-TYC-088;080054734548;SEGWAY-NINEBOT;KickScooter MAX G2 E- Pas Adultes - Vitesse maximale: 25km - Rayon: 70km;2022-11-23;2024-07-15
S-NHH-009;066864870508;JOYOR;Adulte Joyor F3 Blanc;2023-03-10;2024-10-30
S-RPI-969;038558468733;UNAGI;Unagi Dual Motor;2024-06-18;2026-02-08
S-YCL-365;094148493820;YEEP.ME;YEEP.ME 100a sport - 10'' 750W 55km - Garantie 5 ans;2024-05-26;2026-01-16
S-JQX-431;008650852912;BOHLT;Pliable eKick TD9 - Noir;2024-05-08;2025-12-29
S-BFP-345;012293048546;SHARP;Sharp KS2AEU-B e-Scooter avec écran intégré et double suspension arrière;2025-05-25;2027-01-15
S-FQU-703;002094478084;YEEP.ME;100C Signature- Autonomie 50km - avec clignotants;2025-07-18;2027-03-10
S-XKR-422;071547162309;WISPEED;Wispeed T865;2024-08-15;2026-04-07
S-GIV-404;009871260537;XIAOMI;Xiaomi 4 Lite;2024-04-27;2025-12-18
S-CRA-317;011294116700;JIVR;JIVR PLUS avec moteur 230W et triple système de freinage;2025-01-04;2026-08-27
S-CCD-998;093343192332;YEEP.ME;100C Signature- Autonomie 50km - avec clignotants;2022-10-31;2024-06-22
S-EHB-481;055122825532;ECO FLYING;"H100 350W-36V-10Ah (360Wh) - roue 20""";2024-04-12;2025-12-03
S-CVM-207;024028634104;JOYOR;Adulte Joyor G5 Noir;2025-06-17;2027-02-07
S-EBF-203;055603951615;XIAOMI;Xiaomi Mi 3;2023-12-10;2025-08-01
S-GXU-693;027851101989;UNAGI;Unagi Dual Motor;2022-12-03;2024-07-25
S-DVQ-099;003967324474;NIU;Niu KQi3 Sport scooter électrique 365Wh 25 km blanc;2023-01-09;2024-08-31
S-BBD-521;039153979224;OXELO;Decathlon R920E;2023-06-20;2025-02-09
S-ZDK-697;070920447493;JOYOR;adulte Joyor Y5S blanche;2023-04-30;2024-12-20
S-OQD-614;027367921394;JOYOR;Joyor Y10 blanche;2023-01-12;2024-09-03
S-NBI-935;064468105917;NIU;Niu KQi3 Sport scooter électrique 365Wh 25 km rouge;2023-12-28;2025-08-19
S-LAU-460;048526958449;JOYOR; Adulte Joyor F1 Noir;2022-10-31;2024-06-22
S-VBB-135;073521554232;SIVER;"Motus Siver City Red 250 W 20 km/h, 250 W, 8""";2024-02-21;2025-10-13
S-KMV-632;021468828783;JOYOR;Adulte Joyor S10-S Noir;2024-05-24;2026-01-14
S-RNS-787;073890704417;JOYOR;Adulte Joyor Y10 Noir;2022-08-27;2024-04-18
S-ZON-673;027236928523;WEELING;"S9 Plus 800W-48V-15Ah (720Wh) - roue 10""";2023-06-07;2025-01-27
S-XHS-138;068613631534;TO.TEM;LYNX - 3 ROUES - CAMÉRA POSTERIEURE;2024-04-12;2025-12-03
S-CDF-603;063835383575;JOYOR;Joyor Y10 blanche;2023-12-26;2025-08-17
S-XUB-130;012919598463;RAZOR;Power Core E100 -Enfant;2022-09-21;2024-05-13
S-HTQ-019;032523965945;UNAGI;Unagi Dual Motor;2024-07-11;2026-03-03
S-CMH-493;067149454095;RAZOR;Power Core E100 -Enfant;2023-10-27;2025-06-18
S-NCN-634;093940580228;SIVER;"Motus Siver City Red 250 W 20 km/h, 250 W, 8""";2023-10-11;2025-06-02
S-HJW-428;070295217034;VOLANS;adulte - e step;2024-11-17;2026-07-10
S-IQK-088;025249307481;JOYOR;Adulte Joyor F3;2025-05-22;2027-01-12
S-VZC-219;005907564570;SUOTU;Suotu R1 pour adultes;2024-11-03;2026-06-26
S-KHW-571;088689023368;YEEP.ME;yeep.me 100s ROLAND GARROS - 60km - Édition limitée;2025-02-11;2026-10-04
S-MIY-168;060838367897;WEELING;"S9 800W-48V-13Ah (624Wh) - roue 10""";2024-11-09;2026-07-02
S-GBN-257;071413522303;YEEP.ME;YEEP.ME 85a start - 8.5'' 350W 20km - Garantie 5 ans;2025-10-19;2027-06-11
S-BEP-242;002765756528;WEELING;"S9 800W-48V-13Ah (624Wh) - roue 10""";2023-03-29;2024-11-18
S-OIR-291;042676363175;SEGWAY-NINEBOT;Ninebot F2 Plus;2025-05-28;2027-01-18
S-TQO-373;049125616690;NIU;Niu KQi3 Sport scooter électrique 365Wh noir;2023-03-07;2024-10-27
S-HVV-994;020069852983;RAZOR;Power Core E100 -Enfant;2025-02-23;2026-10-16
S-SZB-140;050186627093;WISPEED;Wispeed T865;2022-11-06;2024-06-28
S-LIA-149;003621930862;JOYOR;Joyor Y10 blanche;2023-12-16;2025-08-07
S-IDV-323;067364360664;TO.TEM;LYNX - 3 ROUES - CAMÉRA POSTERIEURE;2025-05-02;2026-12-23
S-SBJ-224;006005151202;SUOTU;Suotu R1 pour adultes;2023-01-08;2024-08-30
S-XOL-809;069369427620;JOYOR;Adulte Joyor Y5S Noir;2023-11-13;2025-07-05
S-VOW-878;086519101899;SUOTU;Suotu R1 PRO pour adultes;2024-10-31;2026-06-23
S-AKO-115;084066360104;YEEP.ME;85 Signature - Autonomie 35km - AVEC CLIGNOTANTS;2023-09-02;2025-04-24
S-AMH-352;075573098739;BOHLT;Pliable eKick TD9 - Noir;2025-07-10;2027-03-02
S-ZBX-093;067890902064;VOLANS;adulte - e step;2025-09-11;2027-05-04
S-AFJ-884;052969801479;BOHLT;Bohlt EKICK 10 Air Scooter électrique;2023-06-05;2025-01-25
S-JYY-525;054138834266;SIVER;"Motus Siver City 20 km/h, 250 W, 8""";2023-01-18;2024-09-09
S-FYA-145;068156288584;JOYOR;Adulte Joyor X5S Noir;2024-12-20;2026-08-12
S-QNC-219;082997762687;JOYOR;Adulte Joyor Y10 Noir;2025-03-18;2026-11-08
S-ZFB-517;086537218284;SUOTU;Suotu rytigo 6;2023-08-23;2025-04-14
S-PMQ-190;018062852034;WEELING;"S9 Plus 800W-48V-15Ah (720Wh) - roue 10""";2025-03-05;2026-10-26
S-NSG-161;069590349605;WEELING;"S9 Plus 800W-48V-15Ah (720Wh) - roue 10""";2023-07-26;2025-03-17
S-BYF-692;048889704399;WEELING;"S9 Plus 800W-48V-15Ah (720Wh) - roue 10""";2024-12-28;2026-08-20
S-XTI-462;048930042342;YEEP.ME;"yeep.me 80n - 13kg - 8"" 7,8Ah 30km";2024-11-28;2026-07-21
S-GPA-963;011986004182;YEEP.ME;YEEP.ME 100a start - 10'' 500W 30km - Garantie 5 ans;2024-06-17;2026-02-07
S-FPU-547;031003281738;SIVER;"Motus Siver City 20 km/h, 250 W, 8""";2023-04-24;2024-12-14
S-GGD-006;016049716280;TO.TEM;LYNX - 3 ROUES;2025-10-02;2027-05-25
S-UKL-871;081360864160;BOHLT;Bohlt EKICK 10 Air Scooter électrique;2024-03-22;2025-11-12
S-JFM-247;004618702289;SIVER;"Motus Siver City Red 250 W 20 km/h, 250 W, 8""";2022-09-29;2024-05-21
S-AYP-342;072029669286;SEGWAY-NINEBOT;KickScooter MAX G2 E- Pas Adultes - Vitesse maximale: 25km - Rayon: 70km;2024-09-28;2026-05-21
S-LCA-895;066272945747;NAVEE;Navee V40 Pro scooter électrique 280Wh 25 km guidon pliant noir;2023-12-06;2025-07-28
S-GGH-767;044725887066;YEEP.ME;"yeep.me 80n - 13kg - 8"" 7,8Ah 30km";2024-10-12;2026-06-04
S-GWU-396;034080814892;SIVER;"Motus Siver City 20 km/h, 250 W, 8""";2025-05-30;2027-01-20
S-HON-361;025682847687;NIU;Niu KQi3 Sport scooter électrique 365Wh 25 km rouge;2022-12-14;2024-08-05
S-PEJ-945;064541141755;JOYOR;Adulte Joyor Y5S Noir;2025-05-24;2027-01-14
S-VKO-793;015913742345;WISPEED;WISPEED T850 V2;2023-06-02;2025-01-22
S-IOA-710;043949443202;BOHLT;Pliable eKick TD9 - Noir;2025-06-19;2027-02-09
S-ARB-960;063283606991;XIAOMI;NOUVEAUTÉ Xiaomi Scooter 4 Ultra;2025-03-05;2026-10-26
S-AHT-494;088119331561;XIAOMI;Xiaomi Mi 3;2023-01-29;2024-09-20
S-THE-510;099972060444;YEEP.ME;"100 La routière 10"" - Autonomie 50km - Ultra équipée";2024-03-12;2025-11-02
S-OUQ-819;033291139220;WEEBOT;Inoe Sweemie 2;2023-03-03;2024-10-23
S-SHM-465;013419957833;SUOTU;Suotu R1 pour adultes;2025-03-17;2026-11-07
S-RJD-230;008701369436;SIVER;"Motus Siver City Yellow 250 W 20 km/h, 250 W, 8""";2025-06-09;2027-01-30
S-YPI-536;065157210117;JOYOR;Adulte Joyor Y10 Noir;2024-09-13;2026-05-06
S-UQZ-165;094204543671;YEEP.ME;YEEP.ME 100a start - 10'' 500W 30km - Garantie 5 ans;2023-01-01;2024-08-23
S-WVM-811;092502857695;MOTUS;"Motus Scooty 8.5"", Puissance 350W, Batterie 7.8Ah";2023-08-07;2025-03-29
S-TKD-567;048376150642;RED6;pliable - RED6 85 SPARROW - Vitesse Max 25 Km - Batterie;2025-08-11;2027-04-03
S-VXQ-655;026578377730;SHARP;Sharp KS2AEU-B e-Scooter avec écran intégré et double suspension arrière;2023-08-17;2025-04-08
S-YFI-675;060001037544;YEEP.ME;100C Signature- Autonomie 50km - avec clignotants;2024-06-15;2026-02-05
S-RQZ-929;023953329046;JOYOR;Adulte Joyor F5S+ Noir;2025-03-31;2026-11-21
S-JSN-482;066904003961;MOTUS;"Motus Scooty 8.5"", Puissance 350W, Batterie 7.8Ah";2023-11-29;2025-07-21
S-NWF-564;021543302360;RAZOR;Power Core E100 -Enfant;2022-08-24;2024-04-15
S-SCK-075;025365749131;SEGWAY-NINEBOT;Ninebot F2;2023-04-13;2024-12-03
S-UJT-689;029855092220;JOYOR;adulte Joyor Y5S blanche;2022-12-31;2024-08-22
S-VNY-948;008472414944;NIU;Niu KQi2 Pro scooter électrique 365Wh 25 km blanc;2022-08-21;2024-04-12
S-MMC-201;006240286417;JOYOR;Adulte Joyor F3 Blanc;2022-11-08;2024-06-30
S-OII-874;032915642890;UNAGI;Unagi Dual Motor;2024-08-22;2026-04-14
S-TSS-553;040024461740;WEELING;"S9 Plus 800W-48V-15Ah (720Wh) - roue 10""";2023-08-29;2025-04-20
S-KSQ-461;022247731074;BOHLT;pliable - eKick 10 PRO - Noir;2023-08-08;2025-03-30
S-NAQ-981;082009887820;SEGWAY-NINEBOT;Ninebot F2;2022-08-19;2024-04-10
S-RRF-899;085475466457;NAVEE;Navee V40 scooter électrique 280Wh 25 km noir;2023-05-31;2025-01-20
S-UZW-188;082265550212;JOYOR;Adulte Joyor S10-S Noir;2025-05-15;2027-01-05
S-UBY-871;094113027277;VOLANS;adulte - e step;2024-04-14;2025-12-05
S-CAE-606;099724087742;WEELING;"S9 Plus 800W-48V-15Ah (720Wh) - roue 10""";2025-04-03;2026-11-24
S-CGT-351;034268062310;RAZOR;Power Core E100 -Enfant;2025-06-16;2027-02-06
S-IWD-128;046062647028;MOTUS;Motus Scooty 10 2023, 350 W, 20 km/h, clignotants;2023-07-10;2025-03-01
S-NCA-832;085705590439;OXELO;Decathlon R920E;2025-04-27;2026-12-18
S-MRL-160;024316639071;KUGOO;Kugoo S1 pro pour enfants et adultes;2025-06-16;2027-02-06
S-HVJ-631;004432660013;PRIXTON;Eco Tour PRIXTON|Vitesse 24 km/h|Angle d'ascension de 15º;2025-03-31;2026-11-21
S-UDC-326;035795225276;JOYOR;Adulte Joyor GS5 Noir;2024-09-10;2026-05-03
S-HLJ-425;078067974787;JOYOR;Adulte Joyor S5 Noir;2025-09-25;2027-05-18
S-LPH-226;081144097126;SUOTU;Suotu R1 PRO pour adultes;2024-03-17;2025-11-07
S-CBH-498;055319124000;WISPEED;Wispeed T865;2022-11-25;2024-07-17
S-PDW-104;092991971691;MOTUS;"Motus Scooty 8.5"", Puissance 350W, Batterie 7.8Ah";2025-06-05;2027-01-26
S-VZP-526;069050937266;SHARP;Sharp KS1AEU-B Scooter électrique avec écran intégré et contrôle par application;2024-11-17;2026-07-10
S-PKQ-020;030326333315;MOTUS;"Motus Scooty 8.5"", Puissance 350W, Batterie 7.8Ah";2025-10-09;2027-06-01
S-QRF-794;015409859387;KUGOO;Kugoo S1 pro pour enfants et adultes;2023-04-21;2024-12-11
S-GJO-528;054339237789;SEGWAY-NINEBOT;Ninebot F2 Plus;2022-12-09;2024-07-31
S-HJJ-140;027812371485;WEELING;"S9 Plus 800W-48V-15Ah (720Wh) - roue 10""";2022-08-04;2024-03-26
S-PQA-190;098470378611;JOYOR;Adulte Joyor S5 Noir;2024-01-30;2025-09-21
S-FQN-462;090613525016;WEELING;"S9 Plus 800W-48V-15Ah (720Wh) - roue 10""";2024-07-09;2026-03-01
S-ZPG-498;050589654493;WEELING;"S9 Plus 800W-48V-15Ah (720Wh) - roue 10""";2023-01-05;2024-08-27
S-IVM-352;013614332881;NIU;Niu KQi3 Sport scooter électrique 365Wh 25 km rouge;2024-02-14;2025-10-06
S-GDZ-148;081032709396;SEGWAY-NINEBOT;Kickscooter F2 E - Step Adultes - Vitesse Maximale:25km - Autonomie:40km;2023-06-04;2025-01-24
S-GWR-814;024544723568;MOTUS;Motus Scooty 10 2023, 350 W, 20 km/h, clignotants;2023-07-26;2025-03-17
S-REM-188;056876135433;WINDGOO;Windgoo M20 pour enfants et adultes;2024-02-10;2025-10-02
S-XLC-081;084470916961;RAZOR;Power Core E100 -Enfant;2023-06-23;2025-02-12
S-TMT-071;006501826440;OXELO;Decathlon R920E;2023-12-06;2025-07-28
S-XRH-768;004495854411;YEEP.ME;"yeep.me 80n - 13kg - 8"" 7,8Ah 30km";2022-08-22;2024-04-13
S-ZDG-827;067395599316;SUOTU;Suotu M5 pour enfants et adultes;2023-02-12;2024-10-04
S-LKH-344;000383901250;SEGWAY-NINEBOT;Ninebot F2 Plus;2024-11-27;2026-07-20
S-DFL-403;098438151470;YEEP.ME;yeep.me 100s ROLAND GARROS - 60km - Édition limitée;2023-01-03;2024-08-25
S-CIJ-758;044433737836;WEELING;"S9 Plus 800W-48V-15Ah (720Wh) - roue 10""";2023-12-27;2025-08-18
S-MYR-686;004569669012;BOHLT;Bohlt EKICK 10 Air Scooter électrique;2025-07-18;2027-03-10
S-IPV-211;073110443306;JOYOR;Adulte Joyor Y5S Noir;2022-10-21;2024-06-12
S-RDP-385;081329291948;JOYOR;adulte Joyor Y5S blanche;2023-10-26;2025-06-17
S-AEA-475;067214958541;YEEP.ME;"yeep.me 80n - 13kg - 8"" 7,8Ah 30km";2024-07-01;2026-02-21
S-AIN-258;013530856984;BOHLT;Pliable eKick TD9 - Noir;2022-11-19;2024-07-11
S-QUD-822;000728799989;XIAOMI;Xiaomi 4 GO;2022-11-21;2024-07-13
S-DZM-570;038056909480;WEELING;"S9 800W-48V-13Ah (624Wh) - roue 10""";2022-12-28;2024-08-19
S-BZQ-527;098374891612;JOYOR;Adulte Joyor F3;2025-03-30;2026-11-20
S-VGM-056;005368607904;JOYOR;Joyor Y10 blanche;2025-01-07;2026-08-30
S-WSV-885;048792274574;SEGWAY-NINEBOT;Ninebot F2;2024-01-08;2025-08-30
S-OQW-375;010816132978;WEELING;"S9 800W-48V-13Ah (624Wh) - roue 10""";2022-08-17;2024-04-08
S-BKM-106;085162585995;MOTUS;"Motus Scooty 8.5"", Puissance 350W, Batterie 7.8Ah";2023-07-18;2025-03-09
S-YWO-478;011240555496;JOYOR; Adulte Joyor F1 Noir;2025-07-17;2027-03-09
S-YUO-201;081271306479;JOYOR;Adulte Joyor S5 Noir;2024-09-16;2026-05-09
S-MWI-221;066584890948;WINDGOO;Windgoo M20 pour enfants et adultes;2025-08-05;2027-03-28
S-PGD-390;002792796055;RAZOR;Power Core E100 -Enfant;2023-07-19;2025-03-10
S-GEI-419;035036694030;MOTUS;"Motus Scooty 8.5"", Puissance 350W, Batterie 7.8Ah";2023-06-28;2025-02-17
S-WID-792;014790617886;OXELO;Decathlon R900E;2025-08-30;2027-04-22
S-SIW-278;080323342570;BOHLT;pliable - eKick 10 PRO - Noir;2023-05-26;2025-01-15
S-FZJ-904;027819445331;JOYOR;Adulte Joyor Y10 Noir;2023-04-09;2024-11-29
S-VCN-384;009534794833;OKAI;Scooter électrique Okai ES20 Noir;2023-11-01;2025-06-23
S-FDQ-788;070587474733;WEELING;"S9 Plus 800W-48V-15Ah (720Wh) - roue 10""";2025-06-03;2027-01-24
S-PQY-388;024304100297;WISPEED;Wispeed T865;2023-04-28;2024-12-18
S-LGP-034;059470113846;WISPEED;WISPEED T850 V2;2023-05-09;2024-12-29
S-PDR-804;099969110648;JOYOR; Adulte Joyor F1 Noir;2025-07-25;2027-03-17
S-YEM-730;097095961404;NIU;Niu KQi3 Sport scooter électrique 365Wh 25 km rouge;2022-12-08;2024-07-30
S-XBP-890;084390201318;NIU;Niu KQi3 Sport scooter électrique 365Wh 25 km rouge;2025-06-10;2027-01-31
S-IOL-456;009136655655;SUOTU;Suotu R1 pour adultes;2024-03-29;2025-11-19
S-IXF-453;059518087240;OKAI;Scooter électrique à pédale Okai ES20 Blanc;2025-03-15;2026-11-05
S-GHE-523;074616617263;YEEP.ME;YEEP.ME 100a sport - 10'' 750W 55km - Garantie 5 ans;2023-05-25;2025-01-14
S-NQV-640;093383335736;UNAGI;Unagi Dual Motor;2024-08-26;2026-04-18
S-FMK-983;053361453365;XIAOMI;NOUVEAUTÉ Xiaomi Scooter 4 Ultra;2023-10-05;2025-05-27
S-FUB-713;000785915560;NAVEE;Navee V40 Pro scooter électrique 280Wh 25 km guidon pliant noir;2024-10-25;2026-06-17
S-GJA-066;033778767640;RED6;pliable - RED6 85 SPARROW - Vitesse Max 25 Km - Batterie;2025-06-24;2027-02-14
S-QAS-492;054245432884;SUOTU;Suotu R1 pour adultes;2022-11-06;2024-06-28
S-XHV-583;042586708570;OKAI;Scooter électrique à pédale Okai ES20 Blanc;2024-01-11;2025-09-02
S-IKL-685;057507007242;NAVEE;Navee V40 scooter électrique 280Wh 25 km noir;2022-11-13;2024-07-05
S-LOD-331;025506203405;WEELING;"S9 Plus 800W-48V-15Ah (720Wh) - roue 10""";2023-04-27;2024-12-17
S-KQG-102;096721562575;JOYOR;Adulte Joyor S10-S Noir;2023-06-07;2025-01-27
S-MWE-514;078057828865;SUOTU;Suotu rytigo 6;2023-03-23;2024-11-12
S-WTI-622;084144845477;NAVEE;Navee V40 Pro scooter électrique 280Wh 25 km guidon pliant noir;2023-12-13;2025-08-04
S-LIK-949;080220775658;NAVEE;Scooter électrique Navee N65 Noir;2022-12-25;2024-08-16
S-LXK-259;094167263456;BOHLT;Pliable eKick TD9 - Noir;2024-07-23;2026-03-15
S-EVO-656;060022684432;SEGWAY-NINEBOT;KickScooter MAX G2 E- Pas Adultes - Vitesse maximale: 25km - Rayon: 70km;2024-11-17;2026-07-10
S-UYV-792;007380703298;OKAI;Scooter électrique Okai ES20 Noir;2023-10-22;2025-06-13
S-MXD-477;036362735414;YEEP.ME;"100 La routière 10"" - Autonomie 50km - Ultra équipée";2024-09-21;2026-05-14
S-YVD-527;080932153369;WEEBOT;Inoe Sweemie 2;2023-05-02;2024-12-22
S-AKT-889;022156358782;WEELING;"S9 800W-48V-13Ah (624Wh) - roue 10""";2022-08-08;2024-03-30
S-MBK-546;006512468569;NIU;Niu KQi3 Sport scooter électrique 365Wh 25 km blanc;2023-09-14;2025-05-06
S-CSH-474;031031121088;WINDGOO;Windgoo M20 pour enfants et adultes;2023-08-02;2025-03-24
S-TVV-484;017442620580;WINDGOO;Windgoo M20 pour enfants et adultes;2023-12-21;2025-08-12
S-JWT-810;068130049583;JOYOR;Adulte Joyor Y10 Noir;2022-11-01;2024-06-23
S-NEQ-494;038625120472;YEEP.ME;"yeep.me 80n - 13kg - 8"" 7,8Ah 30km";2022-09-27;2024-05-19
S-TWC-642;003694452574;JIVR;JIVR PLUS avec moteur 230W et triple système de freinage;2023-12-14;2025-08-05
S-VYA-391;049823608523;OKAI;Scooter électrique à pédale Okai ES20 Blanc;2023-12-03;2025-07-25
S-OKB-020;044047841624;SEGWAY-NINEBOT;SEGWAY Ninebot GT1E    2;2023-12-16;2025-08-07
S-JCR-949;034988920576;WEELING;"S9 Plus 800W-48V-15Ah (720Wh) - roue 10""";2025-01-01;2026-08-24
S-MEN-038;015564205002;SEGWAY-NINEBOT;SEGWAY Ninebot GT1E    2;2023-08-06;2025-03-28
S-VEI-053;062355565919;SIVER;"Motus Siver City Red 250 W 20 km/h, 250 W, 8""";2023-02-18;2024-10-10
S-OPU-419;029003226765;YEEP.ME;"100 La routière 10"" - Autonomie 50km - Ultra équipée";2025-07-23;2027-03-15
S-SOQ-472;049431961130;NAVEE;Navee V40 scooter électrique 280Wh 25 km noir;2022-12-21;2024-08-12
S-HIZ-413;072579053406;JOYOR;Adulte Joyor F3;2024-06-15;2026-02-05
S-RUF-582;038920624816;OKAI;Scooter électrique Okai ES20 Noir;2025-09-30;2027-05-23
S-YLK-892;098770272173;BOHLT;Bohlt EKICK 10 Air Scooter électrique;2025-07-11;2027-03-03
S-OBG-055;044460568319;JOYOR;Adulte Joyor Y10 Noir;2025-10-08;2027-05-31
S-XSL-411;055964433814;JOYOR;Adulte Joyor F5S+ Noir;2023-03-16;2024-11-05
S-OFC-389;083019020453;OXELO;Decathlon R900E;2022-10-08;2024-05-30
S-OPV-021;074501590697;WINDGOO;Windgoo M20 pour enfants et adultes;2025-04-14;2026-12-05
S-YNP-793;099929083909;SIVER;"Motus Siver City Red 250 W 20 km/h, 250 W, 8""";2024-10-31;2026-06-23
S-FLN-228;005232806902;XIAOMI;Xiaomi Scooter 4;2023-11-23;2025-07-15
S-OBR-763;023746327697;KUGOO;Kugoo S1 pro pour enfants et adultes;2023-05-22;2025-01-11
S-VHV-371;097946092756;WEELING;"S9 Plus 800W-48V-15Ah (720Wh) - roue 10""";2024-06-03;2026-01-24
S-APF-950;095818968754;WEEBOT;Inoe Sweemie 2;2024-08-26;2026-04-18
S-FQO-530;003852149628;XIAOMI;Xiaomi Scooter 4;2024-07-28;2026-03-20
S-YTF-711;089149317151;YEEP.ME;"yeep.me 80n - 13kg - 8"" 7,8Ah 30km";2024-07-21;2026-03-13
S-AFI-774;096999128386;NIU;Niu KQi2 Pro scooter électrique 365Wh 25 km blanc;2025-01-19;2026-09-11
S-FIU-760;096266727911;YEEP.ME;"100 La routière 10"" - Autonomie 50km - Ultra équipée";2025-06-24;2027-02-14
S-OGV-792;029656715631;WEELING;"S9 800W-48V-13Ah (624Wh) - roue 10""";2025-10-29;2027-06-21
S-OTZ-874;038885338172;ECO FLYING;"H100 350W-36V-10Ah (360Wh) - roue 20""";2024-04-13;2025-12-04
S-NQB-243;087750403334;YEEP.ME;YEEP.ME 100a sport - 10'' 750W 55km - Garantie 5 ans;2023-12-18;2025-08-09
S-BME-333;072793335991;XIAOMI;Xiaomi Scooter 4;2024-09-08;2026-05-01
S-FCA-152;078994470769;SHARP;Sharp KS1AEU-B Scooter électrique avec écran intégré et contrôle par application;2024-10-14;2026-06-06
S-NFQ-540;006575736640;WEELING;"S9 800W-48V-13Ah (624Wh) - roue 10""";2023-07-14;2025-03-05
S-VAR-987;071740215552;SUOTU;Suotu R1 PRO pour adultes;2025-07-15;2027-03-07
S-JJP-581;016036850116;JOYOR;Adulte Joyor Y5S Noir;2022-12-06;2024-07-28
